Row Labels,Number_of_assigned_group,BUSINESS_COMPLETION_HRS
IN10224390,1,20.95
IN10149784,1,20.96
IN10050314,1,20.97
IN10072157,3,20.97
IN10103003,1,20.97
IN10131290,1,20.97
IN10142426,2,20.97
IN10159939,1,20.97
IN10223294,2,20.97
IN10229556,1,20.97
IN10080993,1,20.98
IN10086181,1,20.98
IN10101832,3,20.98
IN10103966,1,20.98
IN10167983,2,20.98
IN10194028,2,20.98
IN10207004,1,20.98
IN10228259,1,20.98
IN10259176,3,20.98
IN10085072,1,21
IN10092379,1,21
IN10150511,1,21
IN10155992,1,21
IN10189789,1,21
IN10207005,1,21
IN10207036,1,21
IN10213331,1,21
IN10109214,2,21.01
IN10167239,3,21.01
IN10195459,6,21.01
IN10053957,1,21.02
IN10075123,3,21.02
IN10081808,1,21.02
IN10091123,2,21.02
IN10103973,1,21.02
IN10160828,1,21.02
IN10207037,1,21.02
IN10220615,2,21.02
IN10103733,1,21.03
IN10103971,1,21.03
IN10117766,1,21.03
IN10127551,4,21.03
IN10136782,1,21.03
IN10160798,2,21.03
IN10219788,1,21.03
IN10171531,1,21.04
IN10047770,1,21.05
IN10106003,3,21.05
IN10107219,2,21.05
IN10194652,3,21.05
IN10205586,1,21.05
IN10218514,2,21.05
IN10219787,1,21.05
IN10227811,1,21.05
IN10229727,1,21.05
IN10242667,2,21.05
IN10250445,2,21.05
IN10048424,2,21.07
IN10067339,1,21.07
IN10074354,1,21.07
IN10097258,1,21.07
IN10170261,1,21.07
IN10220635,1,21.07
IN10238652,2,21.07
IN10239159,2,21.07
IN10058331,1,21.08
IN10075242,1,21.08
IN10112000,1,21.08
IN10142254,1,21.08
IN10171904,2,21.08
IN10176489,1,21.08
IN10229721,2,21.08
IN10242671,2,21.08
IN10256159,1,21.08
IN10071038,1,21.09
IN10122265,3,21.09
IN10132893,1,21.09
IN10205585,1,21.09
IN10216653,4,21.09
IN10067996,1,21.1
IN10114968,2,21.1
IN10115789,1,21.1
IN10139830,1,21.1
IN10171796,1,21.1
IN10220633,1,21.1
IN10232098,2,21.1
IN10235260,1,21.1
IN10252420,2,21.1
IN10134753,1,21.11
IN10044272,1,21.12
IN10095518,1,21.12
IN10101536,1,21.12
IN10114318,1,21.12
IN10139097,1,21.12
IN10159629,3,21.12
IN10164340,2,21.12
IN10189482,1,21.12
IN10218513,2,21.12
IN10254878,1,21.12
IN10261848,1,21.12
IN10071246,1,21.13
IN10074311,1,21.13
IN10131421,1,21.13
IN10240036,2,21.13
IN10105580,1,21.15
IN10171403,3,21.15
IN10205403,1,21.15
IN10222514,1,21.15
IN10043928,1,21.16
IN10087048,1,21.16
IN10087057,6,21.16
IN10123305,1,21.16
IN10194660,3,21.16
IN10121196,1,21.17
IN10148239,1,21.17
IN10148340,1,21.17
IN10204632,1,21.17
IN10205484,3,21.17
IN10212107,2,21.17
IN10218506,2,21.17
IN10059706,2,21.18
IN10150239,1,21.18
IN10230766,3,21.18
IN10039853,2,21.19
IN10120729,1,21.19
IN10189474,2,21.19
IN10229555,1,21.19
IN10053131,1,21.2
IN10070096,1,21.2
IN10183654,1,21.2
IN10248937,1,21.2
IN10179244,1,21.22
IN10212435,1,21.22
IN10240233,1,21.22
IN10260206,3,21.22
IN10048650,1,21.23
IN10079627,1,21.23
IN10079628,1,21.23
IN10083953,1,21.23
IN10100937,2,21.23
IN10138347,3,21.23
IN10154041,1,21.23
IN10201095,2,21.23
IN10248911,2,21.23
IN10254554,1,21.23
IN10255244,2,21.23
IN10072875,1,21.24
IN10101862,1,21.24
IN10094273,1,21.25
IN10205727,2,21.25
IN10236565,1,21.25
IN10254551,1,21.25
IN10256439,1,21.25
IN10137079,1,21.26
IN10161879,2,21.26
IN10170283,2,21.26
IN10038749,1,21.27
IN10111090,2,21.27
IN10218520,2,21.27
IN10199008,2,21.28
IN10209261,1,21.28
IN10059833,1,21.29
IN10085496,2,21.29
IN10196149,1,21.29
IN10253785,4,21.29
IN10053789,3,21.3
IN10054881,1,21.3
IN10060141,2,21.3
IN10127771,1,21.3
IN10159338,3,21.3
IN10218476,2,21.3
IN10044164,1,21.31
IN10129135,1,21.31
IN10249904,1,21.31
IN10074361,1,21.32
IN10128796,2,21.32
IN10134157,1,21.32
IN10181289,1,21.32
IN10203575,1,21.32
IN10240845,3,21.32
IN10083534,2,21.33
IN10103981,2,21.33
IN10122883,2,21.33
IN10129266,1,21.33
IN10150912,1,21.33
IN10229112,1,21.33
IN10248004,2,21.33
IN10261314,1,21.33
IN10261317,1,21.33
IN10164272,3,21.34
IN10055330,2,21.35
IN10156051,2,21.35
IN10171561,1,21.35
IN10189401,4,21.35
IN10207655,2,21.35
IN10260613,1,21.35
IN10051673,4,21.36
IN10056590,2,21.37
IN10079047,1,21.37
IN10094783,1,21.37
IN10142919,1,21.37
IN10160491,2,21.37
IN10173415,2,21.37
IN10218413,2,21.37
IN10050800,1,21.38
IN10071010,1,21.38
IN10103964,1,21.38
IN10104220,1,21.38
IN10109952,5,21.38
IN10219568,2,21.38
IN10055321,1,21.4
IN10064731,2,21.4
IN10087460,1,21.4
IN10095423,1,21.4
IN10103982,2,21.4
IN10157097,1,21.4
IN10172487,3,21.4
IN10182907,2,21.4
IN10196587,1,21.4
IN10258330,1,21.4
IN10107968,1,21.41
IN10168933,3,21.41
IN10068456,5,21.42
IN10069728,1,21.42
IN10093987,3,21.42
IN10094979,1,21.42
IN10173156,2,21.42
IN10180880,3,21.42
IN10218539,1,21.42
IN10228180,1,21.42
IN10259123,1,21.42
IN10134745,3,21.43
IN10220766,3,21.43
IN10240412,1,21.43
IN10249727,1,21.43
IN10123312,2,21.44
IN10182768,1,21.44
IN10187178,1,21.44
IN10205407,1,21.44
IN10103962,2,21.45
IN10108316,1,21.45
IN10117736,1,21.45
IN10173157,2,21.45
IN10188748,1,21.45
IN10212530,2,21.45
IN10240651,2,21.45
IN10048288,1,21.46
IN10037761,1,21.47
IN10103983,2,21.47
IN10105458,2,21.47
IN10108373,1,21.47
IN10133030,1,21.47
IN10220127,1,21.47
IN10050176,1,21.48
IN10065704,1,21.48
IN10103970,1,21.48
IN10103985,2,21.48
IN10131769,3,21.48
IN10172414,1,21.48
IN10173158,2,21.48
IN10244363,1,21.48
IN10044315,1,21.5
IN10047737,5,21.5
IN10047778,1,21.5
IN10067825,2,21.5
IN10074793,1,21.5
IN10079580,1,21.5
IN10103975,1,21.5
IN10122755,3,21.5
IN10133012,2,21.5
IN10159631,1,21.5
IN10179701,1,21.5
IN10076643,1,21.51
IN10099899,2,21.51
IN10036444,3,21.52
IN10043676,1,21.52
IN10066203,3,21.52
IN10099354,1,21.52
IN10103984,2,21.52
IN10170306,1,21.52
IN10214796,3,21.52
IN10221385,4,21.52
IN10253255,1,21.52
IN10081465,1,21.53
IN10154014,1,21.53
IN10190183,1,21.53
IN10208713,2,21.53
IN10218528,2,21.53
IN10063441,1,21.54
IN10071393,4,21.54
IN10173294,1,21.54
IN10212504,1,21.54
IN10040356,1,21.55
IN10043742,2,21.55
IN10070557,1,21.55
IN10071129,1,21.55
IN10088236,1,21.55
IN10121206,2,21.55
IN10145401,1,21.55
IN10214439,1,21.56
IN10035300,2,21.57
IN10109975,1,21.57
IN10145397,1,21.57
IN10149726,4,21.57
IN10150580,1,21.57
IN10153503,1,21.57
IN10194207,1,21.57
IN10221843,2,21.57
IN10223561,4,21.57
IN10260418,2,21.57
IN10065855,2,21.58
IN10090468,2,21.58
IN10093061,1,21.58
IN10144221,1,21.58
IN10152460,1,21.58
IN10167772,1,21.58
IN10082263,1,21.59
IN10092635,2,21.6
IN10094148,1,21.6
IN10116669,1,21.6
IN10194031,1,21.6
IN10251661,1,21.6
IN10253924,1,21.6
IN10109482,1,21.61
IN10171825,1,21.61
IN10225074,1,21.61
IN10080281,3,21.62
IN10198588,2,21.62
IN10204385,3,21.62
IN10239843,3,21.62
IN10245639,2,21.62
IN10029891,1,21.63
IN10074453,1,21.63
IN10140598,4,21.63
IN10145640,2,21.63
IN10228429,1,21.63
IN10241432,1,21.63
IN10056976,2,21.64
IN10062366,1,21.64
IN10094758,1,21.64
IN10144744,1,21.64
IN10184747,1,21.64
IN10207744,1,21.64
IN10039925,1,21.65
IN10051583,1,21.65
IN10071104,1,21.65
IN10074036,3,21.65
IN10144225,1,21.65
IN10151540,3,21.65
IN10220681,2,21.65
IN10221657,2,21.65
IN10234581,1,21.65
IN10248338,1,21.65
IN10090444,1,21.66
IN10148960,1,21.66
IN10064265,1,21.67
IN10112752,3,21.67
IN10171629,2,21.67
IN10200236,1,21.67
IN10215374,1,21.67
IN10239518,3,21.67
IN10054630,1,21.68
IN10082325,2,21.68
IN10089453,1,21.68
IN10096556,1,21.68
IN10154833,2,21.68
IN10162121,2,21.68
IN10169539,1,21.68
IN10193412,3,21.68
IN10193467,3,21.68
IN10195887,2,21.68
IN10254874,1,21.68
IN10070373,1,21.69
IN10071635,1,21.69
IN10073403,3,21.7
IN10074582,2,21.7
IN10090649,1,21.7
IN10146864,1,21.7
IN10195797,1,21.7
IN10201411,1,21.7
IN10236122,1,21.7
IN10237679,1,21.7
IN10214151,1,21.71
IN10071223,1,21.72
IN10104473,3,21.72
IN10134766,2,21.72
IN10223088,2,21.72
IN10087736,1,21.73
IN10090337,2,21.73
IN10141952,2,21.73
IN10172072,2,21.73
IN10174947,4,21.73
IN10038057,5,21.74
IN10177411,3,21.74
IN10224427,2,21.74
IN10082845,4,21.75
IN10087355,1,21.75
IN10089278,3,21.75
IN10107540,1,21.75
IN10160550,1,21.75
IN10170061,1,21.75
IN10213028,4,21.75
IN10112922,1,21.76
IN10114010,2,21.76
IN10182755,1,21.76
IN10233759,1,21.76
IN10083948,3,21.77
IN10097836,2,21.77
IN10105832,1,21.77
IN10109034,1,21.77
IN10135313,2,21.77
IN10151698,1,21.77
IN10227340,2,21.77
IN10243830,1,21.77
IN10062790,1,21.78
IN10062796,1,21.78
IN10106742,2,21.78
IN10151700,2,21.78
IN10159326,1,21.78
IN10208242,1,21.78
IN10211424,1,21.78
IN10220650,2,21.78
IN10062789,1,21.8
IN10073556,2,21.8
IN10081163,1,21.8
IN10205499,2,21.8
IN10220660,2,21.8
IN10229952,1,21.8
IN10046885,1,21.81
IN10056696,2,21.81
IN10068595,1,21.81
IN10159782,1,21.81
IN10074646,1,21.82
IN10139332,1,21.82
IN10194096,3,21.82
IN10195212,4,21.82
IN10208372,1,21.82
IN10208691,2,21.82
IN10219462,2,21.82
IN10230860,2,21.82
IN10072417,1,21.83
IN10073014,2,21.83
IN10085783,1,21.85
IN10103885,2,21.85
IN10134113,2,21.85
IN10165429,2,21.85
IN10167207,4,21.85
IN10187844,1,21.85
IN10259263,2,21.85
IN10040925,1,21.87
IN10098303,1,21.87
IN10145088,1,21.87
IN10165914,2,21.87
IN10185787,1,21.87
IN10252343,4,21.87
IN10137401,1,21.88
IN10179656,3,21.88
IN10184948,1,21.88
IN10198635,5,21.88
IN10210082,1,21.88
IN10221578,2,21.88
IN10244746,1,21.88
IN10117897,1,21.89
IN10046882,1,21.9
IN10135845,2,21.9
IN10163134,2,21.9
IN10191397,1,21.9
IN10214684,3,21.9
IN10059848,2,21.92
IN10101050,1,21.92
IN10108809,3,21.92
IN10124754,2,21.92
IN10194839,3,21.92
IN10221350,2,21.92
IN10066669,3,21.93
IN10114764,1,21.93
IN10134166,3,21.93
IN10162862,1,21.93
IN10184210,1,21.93
IN10216009,1,21.93
IN10228918,1,21.93
IN10236402,1,21.93
IN10259440,1,21.93
IN10190698,2,21.94
IN10201084,4,21.94
IN10055951,2,21.95
IN10071874,2,21.95
IN10084520,3,21.95
IN10096554,2,21.95
IN10108269,1,21.95
IN10168892,1,21.95
IN10237283,1,21.95
IN10196463,1,21.96
IN10202153,1,21.96
IN10241622,1,21.96
IN10052983,3,21.97
IN10062045,2,21.97
IN10073555,1,21.97
IN10097011,2,21.97
IN10170300,2,21.97
IN10255743,1,21.97
IN10073865,2,21.98
IN10171624,2,21.98
IN10172728,1,21.98
IN10259571,1,21.98
IN10045657,1,22
IN10099375,1,22
IN10102503,2,22
IN10124532,1,22
IN10133767,2,22
IN10157108,5,22
IN10166312,3,22
IN10215373,2,22
IN10224289,1,22
IN10224290,1,22
IN10157928,2,22.01
IN10046881,1,22.02
IN10073657,1,22.02
IN10087156,2,22.02
IN10107797,4,22.02
IN10108336,4,22.02
IN10132949,1,22.02
IN10156996,1,22.02
IN10172132,1,22.02
IN10180069,2,22.02
IN10192868,1,22.02
IN10216594,1,22.02
IN10225396,2,22.02
IN10049377,1,22.03
IN10061722,2,22.03
IN10127286,3,22.03
IN10230793,2,22.03
IN10236113,1,22.03
IN10066589,2,22.04
IN10121287,1,22.04
IN10128462,2,22.04
IN10146483,2,22.04
IN10178043,1,22.04
IN10046878,1,22.05
IN10060765,3,22.05
IN10072841,1,22.05
IN10075027,1,22.05
IN10117997,2,22.05
IN10207863,1,22.05
IN10221080,1,22.05
IN10088566,1,22.06
IN10152454,2,22.06
IN10099298,1,22.07
IN10128566,5,22.07
IN10163162,2,22.07
IN10182924,2,22.07
IN10217150,2,22.07
IN10150922,1,22.08
IN10158905,1,22.08
IN10178387,3,22.08
IN10217346,2,22.08
IN10221082,1,22.08
IN10244623,1,22.08
IN10055736,1,22.09
IN10093812,1,22.09
IN10110074,1,22.09
IN10197690,1,22.09
IN10202807,1,22.09
IN10069394,1,22.1
IN10073864,1,22.1
IN10116530,3,22.1
IN10163877,1,22.1
IN10171566,1,22.1
IN10181352,3,22.1
IN10196007,1,22.1
IN10221081,1,22.1
IN10123298,2,22.11
IN10141055,3,22.11
IN10172920,2,22.12
IN10184962,2,22.12
IN10112841,1,22.13
IN10113972,4,22.13
IN10148865,1,22.13
IN10149953,1,22.13
IN10167171,4,22.13
IN10212638,2,22.13
IN10212686,1,22.13
IN10214638,3,22.13
IN10038748,3,22.15
IN10042907,1,22.15
IN10160802,2,22.15
IN10176286,2,22.15
IN10256232,2,22.15
IN10081755,2,22.17
IN10179727,1,22.17
IN10193458,1,22.17
IN10241308,1,22.17
IN10262145,1,22.17
IN10037738,1,22.18
IN10054173,1,22.18
IN10071036,3,22.18
IN10071387,2,22.18
IN10093590,4,22.18
IN10106116,1,22.18
IN10164968,2,22.18
IN10166091,2,22.18
IN10171266,1,22.18
IN10237760,1,22.18
IN10202142,3,22.19
IN10217398,1,22.19
IN10229919,1,22.19
IN10073433,1,22.2
IN10079334,1,22.2
IN10089851,1,22.2
IN10113314,1,22.2
IN10234081,1,22.2
IN10237278,1,22.2
IN10253285,1,22.2
IN10048700,1,22.21
IN10090826,2,22.21
IN10046837,1,22.22
IN10069387,1,22.22
IN10087167,1,22.22
IN10109950,1,22.22
IN10192856,1,22.22
IN10223711,1,22.22
IN10114359,1,22.24
IN10086828,1,22.25
IN10105136,1,22.25
IN10111583,4,22.25
IN10142245,2,22.25
IN10158566,4,22.25
IN10185212,2,22.25
IN10204280,1,22.25
IN10215986,1,22.25
IN10234969,3,22.25
IN10235685,1,22.25
IN10238651,6,22.25
IN10239024,1,22.25
IN10045252,1,22.26
IN10052279,1,22.27
IN10164079,2,22.27
IN10212879,1,22.27
IN10225775,2,22.27
IN10226881,2,22.27
IN10053919,1,22.28
IN10135027,1,22.28
IN10173659,3,22.28
IN10212111,3,22.28
IN10083538,4,22.29
IN10112788,1,22.29
IN10218066,1,22.29
IN10075055,2,22.3
IN10119224,1,22.3
IN10212814,1,22.3
IN10212817,1,22.3
IN10213248,1,22.3
IN10213875,2,22.3
IN10236802,2,22.3
IN10258393,2,22.3
IN10088879,2,22.31
IN10061313,1,22.32
IN10118170,1,22.32
IN10209924,1,22.32
IN10063610,1,22.33
IN10082137,1,22.33
IN10091459,1,22.33
IN10143637,1,22.33
IN10175752,1,22.33
IN10240384,5,22.33
IN10181717,2,22.34
IN10085055,1,22.35
IN10117228,1,22.35
IN10143135,1,22.35
IN10192775,2,22.35
IN10210074,1,22.35
IN10083016,1,22.36
IN10137733,2,22.36
IN10039506,1,22.37
IN10058025,1,22.37
IN10061163,1,22.37
IN10098490,1,22.37
IN10135026,2,22.37
IN10162621,1,22.37
IN10212485,1,22.37
IN10242428,2,22.37
IN10247613,1,22.37
IN10159116,1,22.38
IN10179494,1,22.38
IN10189432,4,22.38
IN10066834,1,22.39
IN10081750,1,22.39
IN10068155,1,22.4
IN10212386,1,22.4
IN10215013,2,22.4
IN10054166,3,22.42
IN10161717,1,22.42
IN10187216,2,22.42
IN10053772,1,22.43
IN10062583,1,22.43
IN10039725,1,22.44
IN10114535,2,22.44
IN10050375,1,22.45
IN10066129,1,22.45
IN10075021,1,22.45
IN10161904,2,22.45
IN10181596,1,22.45
IN10181657,2,22.45
IN10200102,1,22.45
IN10200786,1,22.45
IN10219215,1,22.45
IN10061207,2,22.46
IN10089187,2,22.46
IN10242721,1,22.46
IN10085939,1,22.47
IN10163985,1,22.47
IN10179450,1,22.47
IN10213626,1,22.47
IN10054116,1,22.48
IN10056095,1,22.48
IN10082851,2,22.48
IN10087549,1,22.48
IN10114407,1,22.48
IN10075018,1,22.49
IN10147863,1,22.49
IN10164137,2,22.49
IN10256475,1,22.49
IN10055543,1,22.5
IN10076585,3,22.5
IN10110270,2,22.5
IN10255182,1,22.5
IN10055566,1,22.51
IN10086722,1,22.51
IN10149737,2,22.51
IN10073726,1,22.52
IN10079419,1,22.52
IN10140981,2,22.52
IN10050315,5,22.53
IN10058670,1,22.53
IN10071820,1,22.53
IN10074772,1,22.53
IN10096027,2,22.53
IN10109088,3,22.53
IN10111446,1,22.53
IN10194727,3,22.53
IN10194984,1,22.53
IN10054945,1,22.55
IN10110236,1,22.55
IN10112690,1,22.55
IN10117113,3,22.55
IN10117370,2,22.55
IN10158390,1,22.55
IN10256810,1,22.55
IN10044061,6,22.57
IN10070135,1,22.57
IN10158811,1,22.57
IN10194987,1,22.57
IN10233607,1,22.57
IN10244511,1,22.57
IN10250508,1,22.57
IN10256808,1,22.57
IN10192777,3,22.58
IN10206076,3,22.58
IN10244159,1,22.58
IN10245446,1,22.58
IN10247296,2,22.58
IN10225822,2,22.59
IN10045484,2,22.6
IN10121329,1,22.6
IN10136536,1,22.6
IN10235315,2,22.6
IN10256807,1,22.6
IN10224412,2,22.62
IN10249864,2,22.62
IN10053085,2,22.63
IN10079843,1,22.63
IN10087311,1,22.63
IN10135575,1,22.63
IN10150426,2,22.63
IN10203809,1,22.63
IN10208932,1,22.63
IN10214164,2,22.63
IN10218724,1,22.63
IN10218742,1,22.63
IN10218744,1,22.63
IN10104285,2,22.64
IN10225902,2,22.64
IN10070276,1,22.65
IN10070597,1,22.65
IN10162846,3,22.65
IN10107685,1,22.66
IN10083344,2,22.67
IN10087918,3,22.67
IN10114297,1,22.67
IN10218754,1,22.67
IN10083925,2,22.68
IN10100099,2,22.68
IN10249304,6,22.68
IN10070614,3,22.7
IN10087553,1,22.7
IN10099338,1,22.7
IN10140664,1,22.7
IN10180092,2,22.7
IN10248427,1,22.7
IN10053784,1,22.71
IN10070300,1,22.72
IN10082322,1,22.72
IN10093307,3,22.72
IN10114178,1,22.72
IN10153319,1,22.72
IN10236532,1,22.72
IN10063520,1,22.73
IN10115929,1,22.73
IN10117845,2,22.73
IN10152241,1,22.73
IN10156095,3,22.73
IN10169670,1,22.73
IN10170417,2,22.73
IN10181564,1,22.73
IN10200782,1,22.73
IN10205449,11,22.73
IN10243715,1,22.73
IN10098447,1,22.74
IN10099274,1,22.75
IN10162136,3,22.75
IN10229025,1,22.75
IN10229772,1,22.75
IN10258788,1,22.75
IN10056102,1,22.76
IN10260563,1,22.76
IN10089200,4,22.77
IN10100414,2,22.77
IN10114198,2,22.77
IN10126505,3,22.77
IN10164661,1,22.77
IN10165771,1,22.77
IN10197840,4,22.77
IN10210872,3,22.77
IN10217280,1,22.77
IN10230739,1,22.77
IN10237957,1,22.77
IN10049624,1,22.78
IN10091096,1,22.78
IN10091113,2,22.78
IN10096141,1,22.78
IN10123030,1,22.78
IN10160463,1,22.78
IN10171318,1,22.78
IN10234588,2,22.78
IN10194145,1,22.79
IN10083212,1,22.8
IN10105078,1,22.8
IN10136640,4,22.8
IN10140319,1,22.8
IN10193001,1,22.8
IN10071099,1,22.81
IN10123380,1,22.82
IN10214766,2,22.82
IN10098365,1,22.83
IN10102341,1,22.83
IN10195799,1,22.83
IN10224581,1,22.83
IN10232023,3,22.83
IN10140502,1,22.85
IN10148110,3,22.85
IN10178626,1,22.85
IN10200668,2,22.85
IN10214824,1,22.85
IN10193935,1,22.86
IN10232380,1,22.86
IN10048788,3,22.87
IN10096228,6,22.87
IN10164388,2,22.87
IN10180794,4,22.87
IN10184357,2,22.87
IN10184808,1,22.87
IN10230234,1,22.87
IN10247413,2,22.87
IN10049994,3,22.88
IN10229168,1,22.88
IN10143571,1,22.89
IN10171544,1,22.89
IN10123125,2,22.9
IN10151607,1,22.9
IN10152743,1,22.9
IN10219261,1,22.9
IN10225787,1,22.9
IN10070218,1,22.91
IN10040824,1,22.92
IN10042717,1,22.92
IN10069419,1,22.92
IN10079407,1,22.92
IN10093114,1,22.92
IN10095880,1,22.92
IN10122820,5,22.92
IN10236631,3,22.92
IN10090990,1,22.93
IN10182793,1,22.93
IN10183567,1,22.93
IN10210396,3,22.93
IN10213407,1,22.93
IN10245977,1,22.94
IN10082733,1,22.95
IN10113310,1,22.95
IN10122296,1,22.95
IN10123590,1,22.95
IN10162060,1,22.95
IN10192912,4,22.95
IN10202003,2,22.95
IN10211997,1,22.95
IN10216509,2,22.95
IN10109685,1,22.97
IN10143798,1,22.97
IN10194986,1,22.97
IN10209103,1,22.97
IN10262077,1,22.97
IN10040080,1,22.98
IN10066341,2,22.98
IN10113229,1,22.98
IN10164736,1,22.98
IN10173358,1,22.98
IN10193558,1,22.98
IN10262105,1,22.98
IN10209217,1,23
IN10211220,1,23
IN10262215,1,23
IN10028896,1,23.01
IN10049399,1,23.01
IN10250822,1,23.01
IN10203362,4,23.02
IN10071217,1,23.03
IN10071324,1,23.03
IN10135249,1,23.03
IN10203364,1,23.03
IN10262238,1,23.03
IN10044925,1,23.04
IN10040975,1,23.05
IN10096079,1,23.05
IN10173648,3,23.05
IN10202155,2,23.05
IN10203370,4,23.05
IN10205368,1,23.05
IN10209218,1,23.05
IN10116318,1,23.06
IN10217406,1,23.06
IN10218058,1,23.06
IN10067592,1,23.07
IN10131395,1,23.07
IN10142451,1,23.07
IN10160896,1,23.07
IN10165705,1,23.07
IN10203369,1,23.07
IN10204709,2,23.07
IN10209809,2,23.07
IN10230733,3,23.07
IN10243878,1,23.07
IN10029705,1,23.08
IN10053475,1,23.08
IN10114638,1,23.08
IN10138368,1,23.08
IN10157041,1,23.08
IN10178933,1,23.08
IN10181219,2,23.08
IN10091267,2,23.1
IN10111524,1,23.1
IN10122754,1,23.1
IN10135444,2,23.1
IN10151720,1,23.1
IN10166947,1,23.1
IN10215569,1,23.1
IN10216248,1,23.1
IN10094304,2,23.11
IN10249541,2,23.11
IN10033967,1,23.12
IN10075047,1,23.12
IN10095332,1,23.12
IN10121593,1,23.12
IN10156310,1,23.12
IN10065359,2,23.13
IN10087034,2,23.13
IN10141808,2,23.13
IN10255830,1,23.13
IN10076431,2,23.14
IN10184923,1,23.14
IN10063760,1,23.15
IN10064459,2,23.15
IN10075647,2,23.15
IN10254552,1,23.15
IN10128772,1,23.16
IN10090092,3,23.17
IN10217514,2,23.17
IN10224790,1,23.17
IN10226853,1,23.17
IN10242026,2,23.17
IN10254555,1,23.17
IN10255649,1,23.17
IN10065358,2,23.18
IN10092230,1,23.18
IN10124625,1,23.18
IN10161584,1,23.18
IN10169508,1,23.18
IN10225956,1,23.18
IN10242064,1,23.18
IN10257063,2,23.18
IN10152741,1,23.19
IN10193933,1,23.19
IN10059374,1,23.2
IN10076506,1,23.2
IN10088593,1,23.2
IN10090626,1,23.2
IN10156055,1,23.2
IN10164507,1,23.2
IN10225820,6,23.2
IN10230972,3,23.2
IN10250393,1,23.2
IN10060757,2,23.21
IN10098751,1,23.21
IN10180809,3,23.21
IN10181015,1,23.21
IN10107616,2,23.22
IN10112591,2,23.22
IN10157468,4,23.22
IN10189885,2,23.22
IN10080926,2,23.23
IN10145388,2,23.23
IN10169924,1,23.23
IN10218723,1,23.23
IN10233543,1,23.23
IN10244278,1,23.23
IN10246647,1,23.23
IN10261602,1,23.23
IN10070377,3,23.25
IN10079881,2,23.25
IN10117609,1,23.25
IN10133277,2,23.25
IN10166945,1,23.25
IN10184881,4,23.25
IN10212464,2,23.25
IN10231980,1,23.25
IN10233544,1,23.25
IN10253325,2,23.25
IN10063051,2,23.27
IN10219916,1,23.27
IN10248167,1,23.27
IN10065027,1,23.28
IN10091644,3,23.28
IN10100591,1,23.28
IN10140804,1,23.28
IN10227287,1,23.28
IN10068481,1,23.3
IN10071977,1,23.3
IN10080950,1,23.3
IN10124293,1,23.3
IN10214417,2,23.3
IN10239102,1,23.3
IN10192146,1,23.31
IN10193931,1,23.31
IN10212493,1,23.31
IN10048844,1,23.32
IN10079135,2,23.32
IN10143089,1,23.32
IN10180070,1,23.32
IN10213285,1,23.32
IN10231743,1,23.32
IN10234443,2,23.32
IN10068551,3,23.33
IN10082995,1,23.33
IN10144574,1,23.33
IN10105402,2,23.34
IN10140564,6,23.34
IN10069363,2,23.35
IN10071462,1,23.35
IN10092578,1,23.35
IN10107204,2,23.35
IN10154172,1,23.35
IN10168377,1,23.35
IN10197672,1,23.35
IN10224078,3,23.35
IN10190686,1,23.36
IN10190762,1,23.36
IN10102461,1,23.37
IN10136756,1,23.37
IN10168370,1,23.37
IN10230407,3,23.37
IN10235135,1,23.37
IN10105176,4,23.38
IN10112615,5,23.38
IN10153767,2,23.38
IN10165569,1,23.38
IN10244760,1,23.38
IN10250213,1,23.38
IN10129990,1,23.4
IN10164028,1,23.4
IN10221203,2,23.4
IN10240582,1,23.4
IN10261321,2,23.4
IN10053430,1,23.42
IN10090759,2,23.42
IN10191297,1,23.42
IN10245598,1,23.42
IN10247837,1,23.42
IN10250407,1,23.42
IN10052507,2,23.43
IN10221512,2,23.43
IN10243933,1,23.43
IN10173361,2,23.44
IN10221838,1,23.44
IN10103835,2,23.45
IN10125018,1,23.45
IN10039913,1,23.46
IN10050263,1,23.46
